ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-01-01,2812.39088702,1200.4322841272542,4461.1657922065915,2812.39088702,2812.39088702,18.333063928099733,18.333063928099733,18.333063928099733,18.333063928099733,18.333063928099733,18.333063928099733,0.0,0.0,0.0,2830.7239509480996
2022-01-02,2812.075450633286,1210.8390959228868,4498.692258238448,2812.075450633286,2812.075450633286,5.551561857852164,5.551561857852164,5.551561857852164,5.551561857852164,5.551561857852164,5.551561857852164,0.0,0.0,0.0,2817.627012491138
2022-01-03,2811.7600142465717,1327.5221011026802,4556.797413149102,2811.7600142465717,2811.7600142465717,152.55415737148547,152.55415737148547,152.55415737148547,152.55415737148547,152.55415737148547,152.55415737148547,0.0,0.0,0.0,2964.314171618057
2022-01-04,2811.444577859857,1098.8241518427799,4408.265167786232,2811.444577859857,2811.444577859857,-67.66198722941066,-67.66198722941066,-67.66198722941066,-67.66198722941066,-67.66198722941066,-67.66198722941066,0.0,0.0,0.0,2743.7825906304465
2022-01-05,2811.1291414731427,1121.7199094953141,4575.788419985284,2811.1291414731427,2811.1291414731427,70.67056295107605,70.67056295107605,70.67056295107605,70.67056295107605,70.67056295107605,70.67056295107605,0.0,0.0,0.0,2881.799704424219
2022-01-06,2810.8137050864284,994.8779962423534,4522.254735996267,2810.8137050864284,2810.8137050864284,-31.862311837225416,-31.862311837225416,-31.862311837225416,-31.862311837225416,-31.862311837225416,-31.862311837225416,0.0,0.0,0.0,2778.951393249203
2022-01-07,2810.4982686997146,1036.6586681547296,4444.829413083702,2810.4982686997146,2810.4982686997146,-147.58504704066254,-147.58504704066254,-147.58504704066254,-147.58504704066254,-147.58504704066254,-147.58504704066254,0.0,0.0,0.0,2662.913221659052
2022-01-08,2810.1828323130003,1207.2980645190617,4480.183500670916,2810.1828323130003,2810.1828323130003,18.333063927252752,18.333063927252752,18.333063927252752,18.333063927252752,18.333063927252752,18.333063927252752,0.0,0.0,0.0,2828.515896240253
2022-01-09,2809.8673959262856,1168.2248603801472,4486.000662482515,2809.8673959262856,2809.8673959262856,5.551561857855821,5.551561857855821,5.551561857855821,5.551561857855821,5.551561857855821,5.551561857855821,0.0,0.0,0.0,2815.418957784141
2022-01-10,2809.5519595395713,1334.1481962148412,4669.861180758151,2809.5519595395713,2809.5519595395713,152.55415737148857,152.55415737148857,152.55415737148857,152.55415737148857,152.55415737148857,152.55415737148857,0.0,0.0,0.0,2962.10611691106
2022-01-11,2809.236523152857,1045.667745772505,4380.515522755552,2809.236523152857,2809.236523152857,-67.66198722968805,-67.66198722968805,-67.66198722968805,-67.66198722968805,-67.66198722968805,-67.66198722968805,0.0,0.0,0.0,2741.574535923169
2022-01-12,2808.921086766143,1321.267099171015,4607.701402115868,2808.921086766143,2808.921086766143,70.6705629504154,70.6705629504154,70.6705629504154,70.6705629504154,70.6705629504154,70.6705629504154,0.0,0.0,0.0,2879.5916497165585
2022-01-13,2808.605650407637,1104.597637911904,4381.131645314195,2808.605650407637,2808.605650407637,-31.862311837160412,-31.862311837160412,-31.862311837160412,-31.862311837160412,-31.862311837160412,-31.862311837160412,0.0,0.0,0.0,2776.743338570476
2022-01-15,2807.974777690623,1219.9429890898678,4328.29129321402,2807.974777690623,2807.974777690623,18.33306392746553,18.33306392746553,18.33306392746553,18.33306392746553,18.33306392746553,18.33306392746553,0.0,0.0,0.0,2826.3078416180883
2022-01-16,2807.6593413321166,1104.7078675761222,4461.9567485678745,2807.6593413321166,2807.6593413321166,5.551561858058453,5.551561858058453,5.551561858058453,5.551561858058453,5.551561858058453,5.551561858058453,0.0,0.0,0.0,2813.210903190175
2022-01-17,2807.34390497361,1205.4135767305743,4654.1283787298,2807.34390497361,2807.34390497361,152.55415737140822,152.55415737140822,152.55415737140822,152.55415737140822,152.55415737140822,152.55415737140822,0.0,0.0,0.0,2959.898062345018
2022-01-19,2806.7130322565963,1200.8309309786055,4456.438131592212,2806.7130322565963,2806.7130322565963,70.67056295079357,70.67056295079357,70.67056295079357,70.67056295079357,70.67056295079357,70.67056295079357,0.0,0.0,0.0,2877.38359520739
2022-01-20,2806.39759589809,1046.596121887441,4383.096717270097,2806.39759589809,2806.39759589809,-31.8623118370954,-31.8623118370954,-31.8623118370954,-31.8623118370954,-31.8623118370954,-31.8623118370954,0.0,0.0,0.0,2774.5352840609944
2022-01-21,2806.0821595395832,1072.8686373225346,4225.0704139803975,2806.0821595395832,2806.0821595395832,-147.58504704085598,-147.58504704085598,-147.58504704085598,-147.58504704085598,-147.58504704085598,-147.58504704085598,0.0,0.0,0.0,2658.4971124987273
